"","Race","Region","EDUC","Gender"
"835","White","Midwest","Secondary","Female"
"836","Asian/Pacific Islander","West","Bachelors","Female"
"837","White","Midwest","Secondary","Female"
"838","White","Northeast","Masters","Female"
"839","White","South","Secondary","Male"
"840","White","Midwest","Primary","Male"
"841","White","Northeast","Masters","Female"
"842","White","Midwest","Bachelors","Female"
"843","Black","Midwest","Professional","Female"
"844","White","Midwest","Secondary","Female"
"845","White","Northeast","Secondary","Female"
"846","Black","South","Bachelors","Male"
"847","Black","South","Primary","Male"
"848","Black","Northeast","Masters","Female"
"849","White","Midwest","Bachelors","Female"
"850","White","Midwest","Secondary","Female"
"851","White","Midwest","Secondary","Female"
"852","Black","South","Bachelors","Female"
"853","White","Midwest","Secondary","Female"
"854","Other","West","Secondary","Male"
"855","White","South","Primary","Male"
"856","White","Midwest","Professional","Male"
"857","Hispanic","Midwest","Bachelors","Female"
"858","White","Midwest","Secondary","Male"
"859","White","West","Secondary","Male"
"860","White","Northeast","Professional","Female"
"861","White","West","Bachelors","Male"
"862","White","Midwest","Secondary","Female"
"863","Hispanic","West","Secondary","Female"
"864","White","Midwest","Primary","Male"
"865","White","West","Primary","Male"
"866","Black","South","Professional","Male"
"867","Black","South","Bachelors","Female"
"868","Hispanic","South","Secondary","Male"
"869","Black","South","Professional","Female"
"870","White","Midwest","Secondary","Male"
"871","White","West","Secondary","Female"
"872","Asian/Pacific Islander","West","Masters","Female"
"873","White","Midwest","Secondary","Female"
"874","Hispanic","Northeast","Bachelors","Male"
"875","Hispanic","South","Secondary","Male"
"876","White","South","Secondary","Male"
"877","White","Midwest","Secondary","Male"
"878","White","West","Secondary","Male"
"879","White","Midwest","Bachelors","Male"
"880","White","Midwest","Secondary","Male"
"881","Hispanic","West","Secondary","Male"
"882","White","Midwest","Professional","Female"
"883","White","South","Secondary","Male"
"884","White","Northeast","Secondary","Female"
"885","Hispanic","South","Secondary","Female"
"886","White","West","Professional","Male"
"887","White","Midwest","Masters","Female"
"888","Black","Midwest","Professional","Male"
"889","White","South","Primary","Male"
"890","White","Northeast","Bachelors","Female"
"891","White","West","Bachelors","Female"
"892","Asian/Pacific Islander","South","Primary","Male"
"893","White","Midwest","Primary","Female"
"894","White","West","Secondary","Female"
"895","White","South","Secondary","Female"
"896","White","Midwest","Secondary","Female"
"897","Asian/Pacific Islander","Midwest","Bachelors","Female"
"898","White","West","Professional","Female"
"899","White","Midwest","Professional","Male"
"900","White","Midwest","Secondary","Male"
"901","Black","Midwest","Professional","Male"
"902","White","Northeast","Masters","Male"
"903","White","Midwest","Secondary","Male"
"904","White","Midwest","Bachelors","Male"
"905","Hispanic","South","Bachelors","Male"
"906","White","West","Bachelors","Male"
"907","White","Midwest","Masters","Female"
"908","White","West","Masters","Male"
"909","White","South","Secondary","Female"
"910","Black","South","Secondary","Female"
"911","Black","South","Secondary","Male"
"912","White","Northeast","Professional","Male"
"913","White","West","Bachelors","Male"
"914","Hispanic","South","Primary","Female"
"915","Hispanic","West","Primary","Female"
"916","Hispanic","South","Secondary","Female"
"917","White","South","Secondary","Male"
"918","White","South","Masters","Female"
"919","Black","Midwest","Bachelors","Male"
"920","White","Midwest","Secondary","Female"
"921","Black","South","Primary","Female"
"922","White","South","Masters","Male"
"923","White","West","Primary","Male"
"924","White","South","Secondary","Female"
"925","White","South","Secondary","Male"
"926","White","South","Secondary","Male"
"927","Asian/Pacific Islander","West","Secondary","Female"
"928","White","Northeast","Secondary","Male"
"929","White","South","Secondary","Female"
"930","White","South","Primary","Female"
"931","White","Northeast","Secondary","Male"
"932","White","South","Professional","Female"
"933","White","Midwest","Bachelors","Female"
"934","White","Midwest","Masters","Female"
"935","White","South","Secondary","Female"
"936","White","Northeast","Professional","Male"
"937","White","West","Masters","Male"
"938","Hispanic","West","Masters","Female"
"939","White","Midwest","Bachelors","Male"
"940","Other","Midwest","Primary","Female"
"941","White","Midwest","Primary","Male"
"942","White","South","Masters","Male"
"943","White","South","Secondary","Male"
"944","White","South","Secondary","Female"
"945","Hispanic","South","Bachelors","Female"
"946","White","Midwest","Secondary","Male"
"947","White","Midwest","Bachelors","Female"
"948","White","West","Secondary","Male"
"949","Hispanic","South","Secondary","Male"
"950","White","South","Secondary","Male"
"951","White","Midwest","Bachelors","Male"
"952","White","Midwest","Secondary","Female"
"953","White","South","Bachelors","Male"
"954","White","West","Secondary","Male"
"955",NA,"West","Masters","Female"
"956","White","West","Masters","Male"
"957","Hispanic","South","Primary","Male"
"958","White","West","Secondary","Male"
"959","White","South","Secondary","Male"
"960","Black","South","Secondary","Female"
"961","White","Midwest","Secondary","Male"
"962","Black","South","Secondary","Male"
"963","White","Northeast","Secondary","Male"
"964","White","Midwest","Secondary","Female"
"965","Asian/Pacific Islander","Midwest","Professional","Female"
"966","White","South","Secondary","Female"
"967","White","Northeast","Masters","Male"
"968","White","Midwest","Bachelors","Male"
"969","White","South","Bachelors","Female"
"970","Hispanic","South","Primary","Male"
"971","White","South","Secondary","Female"
"972","Hispanic","Midwest","Primary","Male"
"973","Hispanic","Midwest","Primary","Female"
"974","White","Midwest","Bachelors","Male"
"975","Black","South","Primary","Male"
"976","White","South","Secondary","Male"
"977","White","Midwest","Secondary","Male"
"978","White","Midwest","Secondary","Male"
"979","Hispanic","West","Professional","Male"
"980","White","South","Masters","Male"
"981","Black","South","Primary","Female"
"982","White","Northeast","Bachelors","Male"
"983","White","South","Masters","Female"
"984","Black","South","Professional","Female"
"985","White","Midwest","Masters","Female"
"986","Hispanic","Midwest","Secondary","Female"
"987","White","Midwest","Masters","Female"
"988","White","South","Bachelors","Male"
"989","White","West","Primary","Female"
"990","Black","South","Bachelors","Female"
"991","Hispanic","South","Secondary","Male"
"992","White","South","Masters","Female"
"993","White","South","Secondary","Female"
"994","Asian/Pacific Islander","West","Bachelors","Female"
"995","White","South","Bachelors","Female"
"996","White","Midwest","Primary","Female"
"997","White","South","Bachelors","Male"
"998","White","West","Professional","Male"
"999","White","South","Masters","Female"
"1000","White","Midwest","Bachelors","Female"
"1001","White","Midwest","Masters","Male"
"1002","White","Northeast","Primary","Male"
"1003","White","West","Secondary","Male"
"1004","White","South","Professional","Male"
"1005","Hispanic","South","Secondary","Male"
"1006","White","South","Secondary","Male"
"1007","White","South","Masters","Female"
"1008","Hispanic","Midwest","Secondary","Female"
"1009","Black","Midwest","Professional","Female"
"1010","White","Northeast","Secondary","Female"
"1011","Black","South","Primary","Female"
"1012","White","West","Professional","Female"
"1013","White","Northeast","Bachelors","Male"
"1014","White","Midwest","Secondary","Female"
"1015","White","South","Secondary","Male"
"1016","White","Northeast","Secondary","Female"
"1017","White","Midwest","Bachelors","Female"
"1018","White","Northeast","Bachelors","Male"
"1019","White","South","Secondary","Female"
"1020","White","Midwest","Bachelors","Female"
"1021","White","South","Masters","Male"
"1022","White","Midwest","Secondary","Female"
"1023","Asian/Pacific Islander","West","Bachelors","Male"
"1024","White","Midwest","Masters","Female"
"1025","White","South","Masters","Female"
"1026","White","South","Bachelors","Male"
"1027","Asian/Pacific Islander","South","Bachelors","Male"
"1028","White","South","Primary","Male"
"1029","Hispanic","West","Primary","Female"
"1030","White","South","Bachelors","Male"
"1031","White","South","Bachelors","Male"
"1032","White","Northeast","Bachelors","Female"
"1033","Black","Midwest","Bachelors","Male"
"1034","White","South","Bachelors","Male"
"1035","Hispanic","South","Primary","Female"
"1036","White","Midwest","Secondary","Female"
"1037","White","West","Primary","Male"
"1038","White","South","Bachelors","Female"
"1039","Hispanic","West","Professional","Female"
"1040","White","West","Bachelors","Male"
"1041","White","Midwest","Professional","Female"
"1042","White","South","Professional","Female"
"1043","Black","South","Secondary","Male"
"1044","White","Northeast","Bachelors","Male"
"1045","Asian/Pacific Islander","West","Professional","Male"
"1046","Asian/Pacific Islander","South","Bachelors","Female"
"1047","White","Midwest","Secondary","Male"
"1048","Black","South","Secondary","Male"
"1049","Hispanic","South","Bachelors","Male"
"1050","White","Northeast","Bachelors","Male"
"1051","White","Northeast","Secondary","Male"
"1052","White","South","Secondary","Female"
"1053","White","Midwest","Bachelors","Female"
"1054","Asian/Pacific Islander","West","Secondary","Male"
"1055","White","South","Secondary","Female"
"1056","Black","Midwest","Secondary","Male"
"1057","Hispanic","West","Secondary","Female"
"1058","Black","Midwest","Secondary","Female"
"1059","White","West","Secondary","Male"
"1060","White","Midwest","Bachelors","Male"
"1061","Black","Midwest","Professional","Male"
"1062","White","Northeast","Bachelors","Male"
"1063","White","Midwest","Bachelors","Male"
"1064","White","West","Secondary","Female"
"1065","Asian/Pacific Islander","Northeast","Professional","Female"
"1066","White","Midwest","Professional","Female"
"1067","Black","South","Secondary","Female"
"1068","White","South","Secondary","Male"
"1069","White","Northeast","Masters","Female"
"1070","White","South","Secondary","Female"
"1071","White","West","Bachelors","Female"
"1072","White","South","Professional","Female"
"1073","White","Northeast","Bachelors","Male"
"1074","White","South","Secondary","Female"
"1075","White","South","Secondary","Male"
"1076","White","Midwest","Secondary","Male"
"1077","Hispanic","South","Secondary","Female"
"1078","Hispanic","West","Secondary","Female"
"1079","Black","West","Primary","Male"
"1080","White","Midwest","Professional","Male"
"1081","Black","South","Secondary","Male"
"1082","White","Midwest","Bachelors","Male"
"1083","White","Midwest","Primary","Male"
"1084","White","Northeast","Bachelors","Female"
"1085","White","South","Secondary","Female"
"1086","White","South","Masters","Female"
"1087","Asian/Pacific Islander","Northeast","Masters","Female"
"1088","White","South","Primary","Male"
"1089","Hispanic","Midwest","Secondary","Male"
"1090","White","South","Bachelors","Female"
"1091","Black","Midwest","Secondary","Female"
"1092","Hispanic","South","Secondary","Male"
"1093","White","Midwest","Secondary","Female"
"1094","Black","South","Secondary","Male"
"1095","White","Northeast","Secondary","Male"
"1096","White","Northeast","Secondary","Female"
"1097","White","South","Secondary","Female"
"1098","Black","South","Secondary","Male"
"1099","White","West","Professional","Male"
"1100","Black","Midwest","Secondary","Female"
"1101","Asian/Pacific Islander","Midwest","Bachelors","Male"
"1102","White","Northeast","Professional","Female"
"1103","White","South","Secondary","Male"
"1104","White","Midwest","Professional","Male"
"1105","White","South","Secondary","Female"
"1106","White","Northeast","Secondary","Female"
"1107","White","Midwest","Secondary","Female"
"1108","Asian/Pacific Islander","West","Masters","Male"
"1109","Hispanic","South","Secondary","Female"
"1110","Hispanic","West","Primary","Male"
"1111","Hispanic","Midwest","Primary","Female"
"1112","White","Midwest","Professional","Male"
"1113","White","Midwest","Masters","Male"
"1114","Black","South","Secondary","Female"
"1115","White","South","Secondary","Male"
"1116","White","Midwest","Bachelors","Female"
"1117","White","Midwest","Secondary","Male"
"1118","Asian/Pacific Islander","South","Secondary","Female"
"1119","White","Midwest","Secondary","Male"
"1120","White","Midwest","Secondary","Female"
"1121","White","Northeast","Secondary","Female"
"1122","White","West","Bachelors","Male"
"1123","Hispanic","South","Secondary","Male"
"1124","White","South","Secondary","Female"
"1125","White","Midwest","Secondary","Female"
"1126","White","Midwest","Professional","Female"
"1127","White","West","Bachelors","Female"
"1128","White","West","Bachelors","Female"
"1129","White","South","Secondary","Male"
"1130","White","Midwest","Masters","Male"
"1131","White","Midwest","Professional","Male"
"1132","White","Northeast","Masters","Female"
"1133","Hispanic","Northeast","Secondary","Male"
"1134","Other","South","Primary","Female"
"1135","White","Northeast","Secondary","Male"
"1136","White","South","Professional","Female"
"1137","White","South","Professional","Male"
"1138","White","West","Professional","Male"
"1139","Hispanic","South","Secondary","Female"
"1140","Hispanic","West","Secondary","Female"
"1141","White","South","Secondary","Male"
"1142","White","West","Professional","Male"
"1143","White","South","Bachelors","Female"
"1144","Black","South","Secondary","Male"
"1145","Hispanic","West","Primary","Male"
"1146","White","West","Secondary","Female"
"1147","Black","Northeast","Bachelors","Female"
"1148","White","South","Secondary","Male"
"1149","Black","South","Primary","Male"
"1150","Asian/Pacific Islander","West","Bachelors","Female"
"1151","Black","South","Secondary","Female"
"1152","White","Midwest","Masters","Female"
"1153","Hispanic","Midwest","Secondary","Female"
"1154","White","South","Secondary","Female"
"1155","White","Northeast","Bachelors","Female"
"1156","Asian/Pacific Islander","South","Professional","Male"
"1157","White","South","Masters","Female"
"1158","Other","West","Secondary","Female"
"1159","White","South","Secondary","Male"
"1160","White","Northeast","Secondary","Female"
"1161","White","South","Bachelors","Female"
"1162","White","Midwest","Secondary","Female"
"1163","White","South","Secondary","Female"
"1164","Black","South","Secondary","Male"
"1165","White","South","Masters","Male"
"1166","White","South","Bachelors","Female"
"1167","White","Midwest","Bachelors","Male"
"1168","White","West","Secondary","Female"
"1169","White","Midwest","Secondary","Male"
"1170","White","Northeast","Bachelors","Female"
"1171","White","South","Primary","Female"
"1172","White","Midwest","Secondary","Male"
"1173","White","South","Bachelors","Male"
"1174","Black","Northeast","Secondary","Female"
"1175","White","Midwest","Secondary","Male"
"1176","White","South","Secondary","Male"
"1177","White","Midwest","Secondary","Female"
"1178","White","West","Masters","Male"
"1179","White","South","Professional","Female"
"1180","White","West","Secondary","Female"
"1181","White","South","Secondary","Male"
"1182","White","Midwest","Secondary","Male"
"1183","Hispanic","South","Masters","Female"
"1184","White","Midwest","Masters","Male"
"1185","White","South","Secondary","Female"
"1186","White","Midwest","Secondary","Female"
"1187","White","Midwest","Bachelors","Female"
"1188","Black","Midwest","Secondary","Male"
"1189","Black","South","Primary","Female"
"1190","Hispanic","West","Secondary","Female"
"1191","White","South","Secondary","Male"
"1192","White","South","Masters","Female"
"1193","Hispanic","South","Primary","Female"
"1194","White","Midwest","Masters","Female"
"1195","White","West","Masters","Male"
"1196","White","West","Secondary","Female"
"1197","Black","South","Bachelors","Female"
"1198","White","West","Bachelors","Female"
"1199","Hispanic","South","Bachelors","Male"
"1200","Black","South","Professional","Female"
"1201","Black","Northeast","Masters","Female"
"1202","White","South","Bachelors","Female"
"1203","White","Northeast","Secondary","Male"
"1204","Black","Northeast","Secondary","Female"
"1205","Hispanic","West","Secondary","Female"
"1206","White","Midwest","Primary","Male"
"1207","White","South","Bachelors","Female"
"1208","White","South","Bachelors","Male"
"1209","White","Midwest","Secondary","Female"
"1210","White","West","Secondary","Female"
"1211","White","Midwest","Secondary","Male"
"1212","Black","West","Secondary","Female"
"1213","White","Midwest","Secondary","Male"
"1214","White","Midwest","Secondary","Male"
"1215","Black","South","Secondary","Female"
"1216","White","West","Secondary","Female"
"1217","White","South","Professional","Female"
"1218","White","Midwest","Secondary","Female"
"1219","Black","Northeast","Bachelors","Female"
"1220","White","Northeast","Secondary","Female"
"1221","White","Midwest","Masters","Female"
"1222","White","Midwest","Masters","Female"
"1223","Black","South","Secondary","Male"
"1224","White","Midwest","Bachelors","Male"
"1225","Black","South","Professional","Male"
"1226","White","South","Masters","Female"
"1227","Asian/Pacific Islander","West","Secondary","Male"
"1228","White","Midwest","Primary","Female"
"1229","White","Midwest","Secondary","Female"
"1230","White","Northeast","Masters","Female"
"1231","Hispanic","West","Secondary","Male"
"1232","White","South","Primary","Female"
"1233","Other","South","Primary","Female"
"1234","White","Northeast","Bachelors","Male"
"1235","White","Midwest","Professional","Female"
"1236","White","West","Masters","Male"
"1237","White","West","Secondary","Male"
"1238","Black","South","Primary","Male"
"1239","Hispanic","West","Professional","Female"
"1240","White","West","Primary","Female"
"1241","White","West","Professional","Male"
"1242","White","South","Secondary","Male"
"1243","Black","South","Secondary","Male"
"1244","White","Midwest","Secondary","Male"
"1245","Black","Midwest","Professional","Female"
"1246","Black","South","Bachelors","Male"
"1247","White","Midwest","Masters","Female"
"1248","White","Northeast","Bachelors","Female"
"1249","White","Northeast","Secondary","Male"
"1250","White","Midwest","Primary","Female"
"1251","White","Midwest","Bachelors","Female"
"1252","White","Midwest","Bachelors","Male"
"1253","Asian/Pacific Islander","Midwest","Bachelors","Male"
"1254","White","Northeast","Primary","Female"
"1255","Other","South","Bachelors","Male"
"1256","White","West","Secondary","Female"
"1257","Black","South","Secondary","Female"
"1258","Black","Northeast","Primary","Male"
"1259","White","Northeast","Bachelors","Male"
"1260","Asian/Pacific Islander","South","Professional","Female"
"1261","Black","Midwest","Masters","Female"
"1262","Hispanic","South","Secondary","Male"
"1263","Black","South","Secondary","Female"
"1264","Black","South","Bachelors","Female"
"1265","White","South","Bachelors","Male"
"1266","White","South","Bachelors","Male"
"1267","Black","South","Secondary","Female"
"1268","White","South","Secondary","Female"
"1269","Black","South","Professional","Female"
"1270","White","Midwest","Professional","Male"
"1271","Hispanic","South","Primary","Female"
"1272","White","South","Primary","Male"
"1273","Black","South","Professional","Female"
"1274","White","West","Secondary","Female"
"1275","White","Northeast","Bachelors","Male"
"1276","White","Midwest","Masters","Female"
"1277","White","South","Primary","Male"
"1278","White","Midwest","Professional","Female"
"1279","White","Northeast","Secondary","Female"
"1280","White","Midwest","Secondary","Male"
"1281","White","Midwest","Bachelors","Female"
"1282","Black","West","Secondary","Female"
"1283","Other","West","Secondary","Female"
"1284","Asian/Pacific Islander","Northeast","Bachelors","Male"
"1285","Hispanic","Midwest","Primary","Female"
"1286","Hispanic","West","Bachelors","Female"
"1287","Hispanic","Midwest","Primary","Male"
"1288","White","Northeast","Secondary","Male"
"1289","Hispanic","West","Secondary","Male"
"1290","White","West","Bachelors","Male"
"1291","Other","South","Primary","Male"
"1292","Asian/Pacific Islander","West","Secondary","Male"
"1293","Hispanic","Midwest","Secondary","Male"
"1294","White","South","Bachelors","Male"
"1295","White","South","Primary","Female"
"1296","White","Midwest","Professional","Female"
"1297","Hispanic","Northeast","Secondary","Female"
"1298","White","South","Masters","Female"
"1299","White","Midwest","Secondary","Male"
"1300","White","Midwest","Primary","Female"
"1301","Other","South","Secondary","Male"
"1302","White","South","Secondary","Female"
"1303","Black","South","Bachelors","Male"
"1304","White","South","Secondary","Male"
"1305","Black","South","Secondary","Female"
"1306","White","West","Secondary","Female"
"1307","White","Midwest","Bachelors","Female"
"1308","White","Midwest","Masters","Female"
"1309","Black","Midwest","Primary","Male"
"1310","White","South","Secondary","Female"
"1311","White","Midwest","Bachelors","Female"
"1312","Black","Midwest","Bachelors","Male"
"1313","White","West","Masters","Male"
"1314","White","South","Professional","Male"
"1315","White","South","Professional","Male"
"1316","White","Midwest","Bachelors","Male"
"1317","Black","South","Masters","Female"
"1318","White","Midwest","Professional","Male"
"1319","White","West","Secondary","Male"
"1320","Hispanic","West","Secondary","Male"
"1321","White","West","Secondary","Male"
"1322","White","South","Bachelors","Female"
"1323","White","Midwest","Professional","Female"
"1324","White","Midwest","Secondary","Female"
"1325","Black","South","Primary","Male"
"1326","White","Northeast","Bachelors","Male"
"1327","White","Northeast","Professional","Male"
"1328","White","West","Professional","Female"
"1329","Asian/Pacific Islander","Midwest","Secondary","Male"
"1330","Black","South","Bachelors","Male"
"1331","Hispanic","South","Secondary","Male"
"1332","White","Midwest","Secondary","Female"
"1333","White","Midwest","Masters","Female"
"1334","Other","South","Primary","Female"
"1335","White","West","Professional","Female"
"1336","White","Midwest","Masters","Male"
"1337","Black","South","Secondary","Female"
"1338","White","Midwest","Masters","Female"
"1339","White","Midwest","Secondary","Male"
"1340","White","Midwest","Secondary","Female"
"1341","White","South","Masters","Female"
"1342","White","West","Secondary","Female"
"1343","White","West","Secondary","Female"
"1344","Hispanic","Midwest","Secondary","Female"
"1345","White","South","Secondary","Female"
"1346","White","South","Professional","Female"
"1347","White","South","Bachelors","Female"
"1348","White","South","Secondary","Male"
"1349","White","Midwest","Secondary","Female"
"1350","White","South","Secondary","Female"
"1351","Hispanic","West","Secondary","Female"
"1352","Other","South","Primary","Female"
"1353",NA,"Northeast","Secondary","Male"
"1354","White","South","Bachelors","Male"
"1355","White","South","Professional","Male"
"1356","White","South","Professional","Female"
"1357","White","South","Masters","Female"
"1358","White","Midwest","Masters","Female"
"1359","Hispanic","South","Primary","Female"
"1360","White","Midwest","Bachelors","Female"
"1361","Black","South","Professional","Female"
"1362","Hispanic","South","Secondary","Male"
"1363","White","Midwest","Bachelors","Female"
"1364","Hispanic","Northeast","Secondary","Male"
"1365","White","Northeast","Secondary","Female"
"1366","White","South","Secondary","Female"
"1367","Black","South","Masters","Female"
"1368","White","Midwest","Bachelors","Male"
"1369","Black","South","Secondary","Female"
"1370","White","Northeast","Professional","Male"
"1371","Hispanic","Northeast","Secondary","Male"
"1372","White","Northeast","Masters","Female"
"1373","White","Midwest","Masters","Female"
"1374","White","South","Secondary","Female"
"1375","White","South","Masters","Female"
"1376","White","Midwest","Secondary","Male"
"1377","Black","South","Secondary","Female"
"1378","Black","Midwest","Professional","Male"
"1379","Hispanic","South","Primary","Male"
"1380","White","Midwest","Secondary","Female"
"1381","Black","South","Secondary","Female"
"1382","Black","South","Secondary","Male"
"1383","Other","South","Primary","Female"
"1384","White","South","Primary","Male"
"1385","Black","South","Masters","Female"
"1386","White","Midwest","Secondary","Female"
"1387","White","West","Professional","Female"
"1388","White","South","Bachelors","Female"
"1389","White","Northeast","Masters","Male"
"1390","White","Northeast","Bachelors","Male"
"1391","Black","South","Secondary","Male"
"1392","White","South","Secondary","Female"
"1393",NA,"Midwest","Secondary","Male"
"1394","Hispanic","Midwest","Primary","Male"
"1395","White","South","Primary","Male"
"1396","White","Northeast","Masters","Male"
"1397","White","West","Masters","Male"
"1398","White","West","Professional","Female"
"1399","White","Midwest","Secondary","Female"
"1400","Other","Midwest","Bachelors","Female"
"1401","White","South","Bachelors","Male"
"1402","White","South","Professional","Female"
"1403","White","Northeast","Secondary","Male"
"1404","White","South","Masters","Female"
"1405","Black","Northeast","Secondary","Female"
"1406","White","South","Bachelors","Male"
"1407","Hispanic","West","Secondary","Female"
"1408","Black","Midwest","Secondary","Male"
"1409","White","South","Secondary","Male"
"1410","White","West","Professional","Female"
"1411","White","Midwest","Professional","Female"
"1412","White","Northeast","Bachelors","Male"
"1413","White","South","Professional","Female"
"1414","Hispanic","South","Secondary","Male"
"1415","Black","Midwest","Primary","Female"
"1416","Black","South","Professional","Male"
"1417","White","Northeast","Secondary","Female"
"1418","White","Midwest","Secondary","Male"
"1419","White","South","Bachelors","Male"
"1420","White","Midwest","Masters","Female"
"1421","Hispanic","South","Primary","Male"
"1422","White","Midwest","Bachelors","Male"
"1423","White","South","Bachelors","Female"
"1424","White","South","Professional","Male"
"1425","White","Midwest","Primary","Male"
"1426","White","South","Secondary","Female"
"1427","White","Midwest","Bachelors","Female"
"1428","White","South","Secondary","Male"
"1429","White","South","Bachelors","Male"
"1430","Other","Midwest","Professional","Male"
"1431","White","South","Secondary","Female"
"1432","Hispanic","Midwest","Secondary","Female"
"1433","White","South","Secondary","Male"
"1434","White","Midwest","Bachelors","Male"
"1435","Hispanic","Midwest","Secondary","Female"
"1436","White","Midwest","Primary","Male"
"1437","Black","South","Bachelors","Male"
"1438","Hispanic","South","Primary","Female"
"1439","White","South","Secondary","Male"
"1440","White","South","Masters","Male"
"1441","White","South","Secondary","Female"
"1442","White","South","Secondary","Male"
"1443","White","South","Secondary","Male"
"1444","White","South","Secondary","Male"
"1445","White","Midwest","Secondary","Female"
"1446","Asian/Pacific Islander","Midwest","Secondary","Male"
"1447","Hispanic","West","Primary","Female"
"1448","White","West","Bachelors","Male"
"1449","White","West","Secondary","Male"
"1450","Hispanic","West","Secondary","Male"
"1451","White","South","Bachelors","Male"
"1452","White","West","Bachelors","Female"
"1453","White","South","Secondary","Male"
"1454","Other","Midwest","Primary","Female"
"1455","White","Northeast","Secondary","Female"
"1456","White","West","Professional","Male"
"1457","White","South","Professional","Female"
"1458","White","South","Bachelors","Male"
"1459","White","Midwest","Professional","Male"
"1460","Other","Midwest","Bachelors","Female"
"1461","White","West","Secondary","Male"
"1462","White","South","Bachelors","Female"
"1463","White","South","Primary","Female"
"1464","White","West","Bachelors","Male"
"1465","Black","South","Secondary","Female"
"1466","Other","Midwest","Secondary","Male"
"1467","Other","West","Primary","Female"
"1468","White","West","Masters","Female"
"1469","White","South","Professional","Male"
"1470","Asian/Pacific Islander","South","Secondary","Female"
"1471","Black","South","Secondary","Male"
"1472","White","Midwest","Secondary","Female"
"1473","White","South","Primary","Male"
"1474","Black","West","Secondary","Male"
"1475","Black","Midwest","Secondary","Female"
"1476","White","Midwest","Secondary","Female"
"1477","Black","Midwest","Secondary","Male"
"1478","White","South","Secondary","Female"
"1479","White","Midwest","Secondary","Female"
"1480","Hispanic","West","Secondary","Female"
"1481","White","Midwest","Primary","Female"
"1482","Hispanic","South","Secondary","Male"
"1483","Hispanic","South","Secondary","Male"
"1484","White","West","Masters","Female"
"1485","White","West","Bachelors","Male"
"1486","White","Midwest","Primary","Female"
"1487","Hispanic","Midwest","Secondary","Female"
"1488","Asian/Pacific Islander","South","Masters","Male"
"1489","White","Midwest","Bachelors","Male"
"1490","White","West","Bachelors","Female"
"1491","White","Midwest","Secondary","Female"
"1492","White","West","Secondary","Male"
"1493","Hispanic","South","Bachelors","Female"
"1494","White","South","Secondary","Female"
"1495","White","Midwest","Secondary","Male"
"1496","White","Northeast","Secondary","Male"
"1497","Hispanic","Midwest","Professional","Male"
"1498","White","South","Secondary","Male"
"1499","White","Midwest","Secondary","Female"
"1500","White","Midwest","Secondary","Female"
"1501","White","South","Secondary","Female"
"1502","White","Midwest","Bachelors","Female"
"1503","Hispanic","Northeast","Primary","Female"
"1504","Black","South","Primary","Male"
"1505","Other","South","Secondary","Male"
"1506","Hispanic","South","Primary","Female"
"1507","White","South","Secondary","Male"
"1508","Black","South","Secondary","Female"
"1509","Black","Northeast","Primary","Female"
"1510","Hispanic","West","Secondary","Female"
"1511","White","Midwest","Bachelors","Male"
"1512","White","South","Secondary","Male"
"1513","White","Northeast","Secondary","Male"
"1514","White","Midwest","Masters","Female"
"1515","White","South","Secondary","Female"
"1516","Asian/Pacific Islander","Midwest","Bachelors","Female"
"1517","White","Midwest","Secondary","Male"
"1518","White","Midwest","Professional","Female"
"1519","Black","Northeast","Secondary","Female"
"1520","White","Midwest","Secondary","Male"
"1521","White","South","Bachelors","Female"
"1522","White","South","Secondary","Male"
"1523","White","South","Bachelors","Male"
"1524","White","South","Masters","Female"
"1525","Black","Midwest","Secondary","Female"
"1526","White","Northeast","Bachelors","Female"
"1527","Black","South","Secondary","Male"
"1528","White","Midwest","Secondary","Male"
"1529","White","South","Secondary","Female"
"1530","White","Midwest","Secondary","Male"
"1531","White","South","Professional","Male"
"1532","White","Midwest","Secondary","Female"
"1533","Black","West","Professional","Female"
"1534","Black","South","Secondary","Male"
"1535","White","South","Bachelors","Female"
"1536","Asian/Pacific Islander","West","Bachelors","Female"
"1537","White","Midwest","Secondary","Male"
"1538","White","West","Secondary","Female"
"1539","White","West","Bachelors","Male"
"1540","White","South","Bachelors","Female"
"1541","White","South","Bachelors","Male"
"1542","Hispanic","South","Primary","Female"
"1543","White","West","Masters","Female"
"1544","White","South","Professional","Male"
"1545","Hispanic","South","Primary","Female"
"1546","Other","South","Secondary","Male"
"1547","White","Midwest","Bachelors","Male"
"1548","Other","Northeast","Bachelors","Female"
"1549","White","South","Professional","Male"
"1550","White","Midwest","Secondary","Male"
"1551","White","Midwest","Professional","Female"
"1552","White","South","Secondary","Male"
"1553","Black","Midwest","Secondary","Female"
"1554","White","South","Primary","Male"
"1555","Hispanic","South","Primary","Male"
"1556","White","South","Bachelors","Male"
"1557","White","South","Masters","Female"
"1558","White","South","Secondary","Female"
"1559","Hispanic","Midwest","Secondary","Male"
"1560","White","South","Masters","Female"
"1561","White","South","Masters","Male"
"1562","White","Midwest","Bachelors","Male"
"1563","White","South","Secondary","Male"
"1564","White","South","Secondary","Female"
"1565","Hispanic","South","Primary","Female"
"1566","White","West","Masters","Female"
"1567","Asian/Pacific Islander","West","Bachelors","Female"
"1568","White","South","Professional","Female"
"1569","White","Midwest","Bachelors","Female"
"1570","Hispanic","West","Professional","Female"
"1571","White","South","Secondary","Female"
